lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
государство	NN	example	22	22_государство_56884		Так как развод, неизбежно связанный с выездом Танкреда из государства Соединённых Островов, грозил этому предприятию, и без того рискованному, полным крахом, то Клара была очень взволнована намерением Ортруды.	58:69	0:209	28250	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_46866		Здоровье русского народа и благо государства в зависимости от того, на чью сторону станет русское правительство и общество, на сторону ли тех врачей, которые, как мы сейчас видели, признавая только одно вредное действие лекарств в инфлюенце,«гордо» предъявляют требование давать больному, имевшему несчастье попасть в их руки, по возможности большие дозы, или на сторону тех, которым жизнь больного дорога так же, как и собственная?	33:44	0:432	28254	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_18367		Учитывая высокие инвестиционные риски, еще существующие в России, государство будет брать на себя часть этих рисков в доле с частными инвесторами.	66:77	0:146	28256	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_35923		В России и Белоруссии протестантов не более 1% населения(от 1,5 до 2 млн), на Украине-- около 5%(2-3 млн); вместе с тем именно в этих государствах протестанты начинают играть все более заметную общественно-политическую роль.	134:146	0:224	28264	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_46301		Параллельно великая война показала, что общность международных интересов отнюдь не исключает решительного отстаивания государствами своих эгоистических национальных интересов.	118:131	0:175	28246	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_55003		Он вскоре после этого умер моим врагом, будучи не в силах примириться с необходимостью пожертвовать своими материальными интересами в пользу интересов государства.	151:162	0:163	28259	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_49943		1937 год был годом, когда к достижениям в области хозяйства и культуры, в области строительства Красной Армии, в области развития мирных отношений с другими государствами, мы, большевики, под руководством товарища Сталина, добавили еще одно серьезное достижение.	157:170	0:262	28253	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_7804		Социальная эволюция не прощает исторической слепоты не только отдельным деятелям, но и введенным ими в заблуждение целым народам и государствам.	131:143	0:144	28258	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_17828		Таким образом, перед нами не что иное, как принцип управления-- принцип управления слабым государством через мягкий вариант террора.	90:102	0:132	28244	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_27088		Тридевятое царство, тридесятое государство, или как считали наши предки	31:42	0:71	28266	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_20522		После этого президент пригласил для участия в российской приватизации и иностранцев, правда, сделал это весьма своеобразно:«Мы много себе не оставляем,-- заметил глава государства,-- всего пятьдесят один процент.	168:179	0:212	28252	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_11133		Вообще государство уже не раз обращало внимание на проблему компьютерных игр.	7:18	0:77	28242	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_31955		Ключевая роль в поиске формулы привлечения и локализации капитала принадлежит сегодня национальным государствам.	99:111	0:112	28273	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_18555		В их работе приняли участие представители более 100 организаций, предприятий и фирм из России и стран СНГ, а также ряда зарубежных государств.	131:141	0:142	28249	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_7464		Только у Вернадского я вижу строгое научное и совершенно объективное основание к тому, что главы государств и правительств, не будучи полными идиотами, с музыкой и знаменами идут навстречу самоистреблению отдельных людей и целых народов, не исключая и самих себя.	97:107	0:263	28274	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_57840		Вся его любовь, вся привязанность, таким образом, складывается вдали от бородатых стрельцов и раскольников, этих типичных представителей дореформенного Московского государства.	164:175	0:176	28270	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_15276		Решение указанного вопроса подогревалось увеличением количества заявлений об отмене арбитражных решений по основанию противоречия публичному порядку того или иного государства-- члена ЕС в связи с неправильным применением или игнорированием законов	164:175	0:248	28251	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_36344		-- А удастся Ильхаму Алиеву удержать статус светского государства?	54:65	0:66	28271	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_16360		Выдвигая это предложение, мы исходили из того, что государства региона связывают многоплановые общие интересы, у них есть немало проблем, требующих совместного рассмотрения и коллективного решения.	51:62	0:197	28269	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_7278		Когда же Андрей с ребятами попросили Петра(так звали младшего сержанта) отпустить их в деревню, он на них так закричал, как будто они хотели перейти в стан противника или продать знамя дивизии иностранному государству.	206:217	0:218	28255	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_8737		«Ваше«государство» задушило всю самодеятельность трудового народа: свободу слова, собраний, печати и союзов, которые необходимы как главный стимул гражданственности для совершенствования народной нравственности.	6:17	0:211	28267	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_26234		И для постсоветского государства проблему так и не восстановленного в своих правах отцовства В.	21:32	0:95	28268	sem_cluster	ru	ek.gavrishina
государство	NN	example	22	22_государство_19819		На государстве лежит ответственность за сохранение жизни, здоровья и человеческого достоинства пожилых людей, инвалидов, обездоленных детей.	3:14	0:140	28263	sem_cluster	ru	ek.gavrishina
