	word	context	positions	gold_sense_id	predict_sense_id
60	время	Она осталась еще в Париже до конца сезона, в Вену не приехала, отправилась на свою родину, в прирейнский город Майнц, где я ее нашел уже летом во время Франко-прусской войны, а потом вскоре вышла замуж за этого самого поляка Н., о чем мне своевременно и написала, поселилась с ним в Вене, где я нашел ее в августе 1871 года, а позднее прошла через горькие испытания.	146-151	0	
61	время	Точно такъ же относились эти объитальянившіеся славяне и къ своимъ кровнымъ братьямъ герцеговинцамъ, доставляя хлѣбъ турецкой арміи въ то время, какъ та огнемъ и мечомъ истребляла возставшихъ за свою свободу геройскихъ горцевъ...	138-143	1	
62	время	Изображение действующих лиц, исторических и вводных, так же слабо; сам герой романа без нужды обременен убийствами и злодействами— в описании нравов и обычаев того времени, он более всего успел.	164-171	5	
63	время	Время удобное, на улицах не особенно оживленно, да и в помещении банка не очень много клиентов.	0-5	0	
64	время	.Тем временем в Порт-Артуре со все возрастающим нетерпением ожидали прибытия Макарова.	31-34	1	
65	время	Но его версия«вечности заложника у времени в плену» отличается от булгаковской и набоковской.	7-13	3	
66	время	Впрочем, все время, пока длилась наша беседа, не забывали о рисунке и Куприянов с Соколовым.	13-18	0	
67	время	Для тягостных раздумий просто не оставалось времени и сил.	44-51	1	
68	время	Он примыкал к задворкам санатория, строительство которого прервалось вторжением новейших времен.	89-95	4	
69	время	Со времени учредительного съезда в Готе 6-- 8 апреля 1917 года они составили и особую партию, полное наименование которой«Независимая социал-демократическая партия Германии».	3-10	5	
70	государство	а) заявление о выдаче разрешения на трансграничное перемещение отходов с указанием наименования отхода согласно федеральному классификационному каталогу отходов, его количества, кода Товарной номенклатуры внешнеэкономической деятельности Российской Федерации(далее-- ТН ВЭД России) и перечень заинтересованных государств, участвующих в трансграничном перемещении отходов;	310-320	0	
71	государство	Руководители двух государств согласились и далее расширять сотрудничество в области образования и подготовки кадров.	18-28	0	
72	государство	Как тут быть-- гражданин должен доказать незаконность акта государства или государство должно доказать законность своего акта в споре?	75-86	0	
73	государство	Подобное согласие следует рассматривать в качестве отказа от судебного иммунитета иностранного государства или международной организации.	95-106	0	
74	государство	И снижение активности государства на этом поприще-- действительно огромная для него потеря.	22-33	1	
75	государство	Ведь опытно-конструкторские работы по созданию новой, более производительной противопожарной техники и оборудования невозможны без поддержки государства.	141-152	0	
76	государство	В свете сказанного заслуживает внимания следующая запись из дневника Михаила Пришвина, хотя в ней речь идет не о внутрицерковной борьбе, а о противостоянии государства и Церкви, но дух русского«раскола» в ней выражен очень точно:«Наши большевики в зеркале прошлого средневековья похожи на иконоборцев(сектантов-рационалистов), а наши церковники-- на средневековых иконодулов(монахов).	156-167	0	
77	государство	Наконец Дума решила:_«Быть избранию на царство общим согласием всех чинов Московского государства людей».	86-97	0	
78	государство	Вопрос: Каким вопросам на встрече министров иностранных дел государств-- членов ПСП будет отдан приоритет?	60-70	0	
79	государство	Патриарх московский и всероссийский считался после царя«начальным» человеком во всем государстве.	85-96	0	
80	государство	В Германии нет уже государственной церкви, однако главе государственной власти принадлежит верховенство(Kirchenhoheit) в церкви евангелической, и государству в парламенте и во всех делах общественных приходится считаться с партиями того или иного вероисповедания.	146-157	0	
81	государство	Не слышно было, чтобы их сдавали государству, как положено.	33-44	0	
82	государство	Так как развод, неизбежно связанный с выездом Танкреда из государства Соединённых Островов, грозил этому предприятию, и без того рискованному, полным крахом, то Клара была очень взволнована намерением Ортруды.	58-69	0	
83	государство	Здоровье русского народа и благо государства в зависимости от того, на чью сторону станет русское правительство и общество, на сторону ли тех врачей, которые, как мы сейчас видели, признавая только одно вредное действие лекарств в инфлюенце,«гордо» предъявляют требование давать больному, имевшему несчастье попасть в их руки, по возможности большие дозы, или на сторону тех, которым жизнь больного дорога так же, как и собственная?	33-44	0	
84	государство	Учитывая высокие инвестиционные риски, еще существующие в России, государство будет брать на себя часть этих рисков в доле с частными инвесторами.	66-77	0	
85	государство	В России и Белоруссии протестантов не более 1% населения(от 1,5 до 2 млн), на Украине-- около 5%(2-3 млн); вместе с тем именно в этих государствах протестанты начинают играть все более заметную общественно-политическую роль.	134-146	2	
86	государство	Параллельно великая война показала, что общность международных интересов отнюдь не исключает решительного отстаивания государствами своих эгоистических национальных интересов.	118-131	0	
87	государство	Он вскоре после этого умер моим врагом, будучи не в силах примириться с необходимостью пожертвовать своими материальными интересами в пользу интересов государства.	151-162	0	
88	государство	1937 год был годом, когда к достижениям в области хозяйства и культуры, в области строительства Красной Армии, в области развития мирных отношений с другими государствами, мы, большевики, под руководством товарища Сталина, добавили еще одно серьезное достижение.	157-170	0	
89	государство	Социальная эволюция не прощает исторической слепоты не только отдельным деятелям, но и введенным ими в заблуждение целым народам и государствам.	131-143	0	
90	государство	Таким образом, перед нами не что иное, как принцип управления-- принцип управления слабым государством через мягкий вариант террора.	90-102	0	
91	государство	Тридевятое царство, тридесятое государство, или как считали наши предки	31-42	0	
92	государство	После этого президент пригласил для участия в российской приватизации и иностранцев, правда, сделал это весьма своеобразно:«Мы много себе не оставляем,-- заметил глава государства,-- всего пятьдесят один процент.	168-179	0	
93	государство	Вообще государство уже не раз обращало внимание на проблему компьютерных игр.	7-18	0	
94	государство	Ключевая роль в поиске формулы привлечения и локализации капитала принадлежит сегодня национальным государствам.	99-111	0	
95	государство	В их работе приняли участие представители более 100 организаций, предприятий и фирм из России и стран СНГ, а также ряда зарубежных государств.	131-141	0	
96	государство	Только у Вернадского я вижу строгое научное и совершенно объективное основание к тому, что главы государств и правительств, не будучи полными идиотами, с музыкой и знаменами идут навстречу самоистреблению отдельных людей и целых народов, не исключая и самих себя.	97-107	0	
97	государство	Вся его любовь, вся привязанность, таким образом, складывается вдали от бородатых стрельцов и раскольников, этих типичных представителей дореформенного Московского государства.	164-175	0	
98	государство	Решение указанного вопроса подогревалось увеличением количества заявлений об отмене арбитражных решений по основанию противоречия публичному порядку того или иного государства-- члена ЕС в связи с неправильным применением или игнорированием законов	164-175	0	
99	государство	-- А удастся Ильхаму Алиеву удержать статус светского государства?	54-65	0	
100	государство	Выдвигая это предложение, мы исходили из того, что государства региона связывают многоплановые общие интересы, у них есть немало проблем, требующих совместного рассмотрения и коллективного решения.	51-62	0	
101	государство	Когда же Андрей с ребятами попросили Петра(так звали младшего сержанта) отпустить их в деревню, он на них так закричал, как будто они хотели перейти в стан противника или продать знамя дивизии иностранному государству.	206-217	0	
102	государство	«Ваше«государство» задушило всю самодеятельность трудового народа: свободу слова, собраний, печати и союзов, которые необходимы как главный стимул гражданственности для совершенствования народной нравственности.	6-17	0	
103	государство	И для постсоветского государства проблему так и не восстановленного в своих правах отцовства В.	21-32	0	
104	государство	На государстве лежит ответственность за сохранение жизни, здоровья и человеческого достоинства пожилых людей, инвалидов, обездоленных детей.	3-14	0	
105	мир	Совершение этого«из ряда вон выходящего» события есть не что иное, как революция, и поэтому революцию можно рассматривать как основополагающую стратегию, используемую историческим человеком для наведения порядка в мире.	214-218	0	
106	мир	где говорят только по-русски, а те, кто не умеют, молчат и слушают про сырую морковь, про бобы, про свежую, нарезанную тонкими нитями капусту, про белый хлеб, похожий на вату, про одну женщину в Беркли, которая плакала, про Сан-Диего, где была жара и дельфины как из катапульты выскакивали из воды в океанариуме, про то, как на обратном пути нас останавливала полиция, осматривала автомобиль, не везем ли мы мексиканцев, про то, как меня слушали, о чем спрашивали, почему смеялись, чего не могли понять; я не стал рассказывать ему про самую большую лошадь в мире, прибывшую из Канады, она стояла в особом павильоне, куда можно было зайти и за двадцать пять центов посмотреть на рыжей масти кобылу, повернувшуюся к зрителям исполинским задом, грива и хвост были светлые, иногда кобыла поворачивала голову и глядела злобным коричневым глазом;	558-562	0	
107	мир	Юный оперативник гордый, будто петушок, впервые самостоятельно отловивший червяка, глядел на мир полными счастья глазами.	93-96	0	
108	мир	Зато самыми первыми в нашей стране, да и в мире тоже!	43-47	0	
109	мир	Первые суть результаты законов нашего ума, вторые суть следствия нашего опыта или результаты физиологических свойств наших органов чувств, определяющих характер всех нашего восприятия внешнего мира.	193-197	0	
110	мир	Сильные мира сего-- слабые перед Богом.	8-12	0	
111	мир	Яркая живопись расцветала на стенах, пышны были расписные плафоны, полы по наклеенным холстинкам раскрашивались под вычурный паркет, а в окна видна была грязнейшая в мире улица.	166-170	3	
112	мир	Германский народ, более тысячи лет считавшийся христианским народом, народ, родивший Лютера, Гете, Канта и Гегеля, Гельмгольца и Вирхова, явил всему миру, народам-братьям во Христе и народам нехристианским неслыханно страшное лицо варвара, топчущего ногами св.	149-153	0	
113	мир	В Доме-- те же разговоры о людях литературного мира, те же бурно выраженные возмущения и радости Мариэтты Шагинян и те же сухари к вечернему чаю.	47-51	0	
114	мир	Носитель суеверий приписывает причинно-следственные связи явлениям окружающего мира, объективно не зависящим друг от друга.	79-83	0	
115	мир	Книга* написана известным в педагогическом мире ученым, человеком весьма почтенных лет(возраст, конечно, сам по себе ничего не определяет, но у многих народов принято к нему прислушиваться).	43-47	2	
116	мир	Мы хотели подсмотреть тот умственный процесс, которым они раздвоили мир на его форму-- пространство и время, и на его содержание-- вещество и его явления.	68-71	0	
117	мир	А наше государство подобно именно раковой клетке-- с его мессианством и экспансионизмом, тоталитарным подавлением инакомыслия, авторитарным строем власти, при котором полностью отсутствует контроль общественности над принятием важнейших решений в области внутренней и внешней политики, государство закрытое-- без информирования граждан о чем-либо существенном, закрытое для внешнего мира, без свободы передвижения и информационного обмена.	383-387	0	
118	мир	Не только свои медведи, но даже охотники умеют читать эти частушки в издании топких болот, от первых времен мира.	108-112	0	
119	мир	Над«аполлоновской» живописью(«Мир искусства») Модильяни откровенно смеялся.	30-33	2	
120	мир	-- А того смерда Ивашку, дав ему острастки ради двадцать пять горячих лоз, отпустить домой, мерзавца, с миром.	104-109	1	
121	мир	И об этом недвусмысленно свидетельствуют результаты международных интеллектуальных олимпиад, патентование за рубежом изобретений, сделанных в России, и настоящая охота, ведущаяся крупнейшими компаниями и университетами мира, за нашими лучшими специалистами.	219-223	0	
122	мир	Он ничего, ничего, ничего уже не понимал, а только чувствовал, какой-то, ранее доступной только Алёне, подоплёкой, что пришёл в движение огромный, страшный, трагический и вместе светлый круг, диск-- какого уже тысячи лет как нет, который в окружающем мире просто невозможен и даже ущербен.	251-255	0	
123	мир	Католичество было изгнано окончательно; с Берном, войска которого одержали блестящую победу над врагами Женевы, заключен в 1536 году«вечный мир», по которому Женева признана независимой, но обязуется не заключать союзов с другими державами, не искать чужой помощи без согласия Берна, уплатить большие суммы за военные издержки, открыть свободный доступ всем бернским гражданам; при этом самым прочным ручательством в сохранении мира должно служить полное единомыслие в делах веры.	140-143	1	
124	мир	Широта и сложность литературного фона«Слова о полку Игореве» свидетельствуют о широте и интенсивности литературных связей Древней Руси с окружающим миром, заставляют еще раз, вслед за А.К. Толстым, горько пожалеть о том, как безжалостно была затоптана татарскими сапогами заря замечательной культуры, которая разгоралась на Руси в XII--XIII веках.	148-153	0	
125	мир	Собирание сведений, данных, деталей дела повсюду, во всем мире, поручается полиции, тайным ее агентам.	58-62	0	
126	мир	Когда я увидел всех этих кукол вблизи, за кулисами, мир перевернулся.	52-55	0	
127	мир	Молчит, хотя арест Платона Лебедева по приватизационной сделке 1994 года и последовавшие разборки Генеральной прокуратуры с«ЮКОСом» вызвали волну комментариев и дискуссий по всему миру.	180-184	0	
128	мир	Разбрасывая своих племянниц по разным глухим углам немецкого мира, выдав одну за герцога курляндского, другую за герцога мекленбургского, Петр втягивался в придворные дрязги и мелкие династические интересы огромной феодальной паутины, опутывавшей великую культурную нацию.	61-65	0	
129	мир	А. П. Маресьев в живой, увлекательной форме, с редкой простотой и выразительностью поделился с аудиторией своими личными впечатлениями о Париже, о стремлении к миру французского народа, о грандиозном митинге, который был устроен на стадионе Буффало, о выступлениях на конгрессе и об отношении к Советской стране и ее делегатам всех участников конгресса от 72 стран, представлявших более 600 миллионов человек.	160-164	1	
