identifier1	identifier2	annotator	judgment	comment	lemma
28066	28081	erykov1234	4	comment	рука
28066	28084	georg_lonsh	4	comment	рука
28066	28089	georg_lonsh	4	comment	рука
28066	28071	erykov1234	4	comment	рука
28066	28070	georg_lonsh	4	comment	рука
28066	28072	raskolrus	3	comment	рука
28066	28081	raskolrus	4	comment	рука
28066	28085	georg_lonsh	4	comment	рука
28066	28068	raskolrus	4	comment	рука
28090	28078	georg_lonsh	4	comment	рука
28090	28066	georg_lonsh	4	comment	рука
28090	28095	erykov1234	4	comment	рука
28090	28072	georg_lonsh	3	comment	рука
28090	28085	georg_lonsh	4	comment	рука
28090	28070	georg_lonsh	4	comment	рука
28090	28092	erykov1234	4	comment	рука
28099	28078	raskolrus	3	comment	рука
28099	28069	raskolrus	4	comment	рука
28099	28088	georg_lonsh	4	comment	рука
28099	28080	raskolrus	3	comment	рука
28099	28095	erykov1234	4	comment	рука
28099	28084	georg_lonsh	4	comment	рука
28099	28067	georg_lonsh	3	comment	рука
28099	28076	georg_lonsh	4	comment	рука
28099	28095	raskolrus	2	comment	рука
28099	28066	erykov1234	4	comment	рука
28099	28097	raskolrus	3	comment	рука
28074	28089	raskolrus	3	comment	рука
28074	28076	raskolrus	3	comment	рука
28074	28093	raskolrus	3	comment	рука
28074	28075	georg_lonsh	4	comment	рука
28074	28076	georg_lonsh	4	comment	рука
28074	28098	georg_lonsh	4	comment	рука
28074	28079	raskolrus	4	comment	рука
28085	28099	georg_lonsh	4	comment	рука
28085	28076	raskolrus	3	comment	рука
28093	28071	erykov1234	4	comment	рука
28093	28078	georg_lonsh	4	comment	рука
28093	28083	raskolrus	3	comment	рука
28093	28085	erykov1234	4	comment	рука
28093	28073	erykov1234	4	comment	рука
28093	28076	georg_lonsh	4	comment	рука
28070	28077	raskolrus	3	comment	рука
28070	28071	erykov1234	4	comment	рука
28070	28076	erykov1234	4	comment	рука
28070	28092	raskolrus	4	comment	рука
28070	28096	erykov1234	3	comment	рука
28089	28082	georg_lonsh	4	comment	рука
28089	28071	georg_lonsh	4	comment	рука
28089	28099	raskolrus	3	comment	рука
28089	28088	erykov1234	4	comment	рука
28089	28083	raskolrus	3	comment	рука
28089	28085	georg_lonsh	4	comment	рука
28089	28095	georg_lonsh	3	comment	рука
28089	28081	georg_lonsh	4	comment	рука
28089	28066	raskolrus	4	comment	рука
28092	28075	georg_lonsh	4	comment	рука
28092	28085	raskolrus	3	comment	рука
28092	28084	georg_lonsh	4	comment	рука
28092	28078	erykov1234	3	comment	рука
28092	28091	erykov1234	4	comment	рука
28092	28084	erykov1234	4	comment	рука
28092	28080	erykov1234	4	comment	рука
28077	28068	georg_lonsh	4	comment	рука
28077	28082	raskolrus	4	comment	рука
28077	28096	raskolrus	2	comment	рука
28077	28068	erykov1234	4	comment	рука
28077	28088	raskolrus	4	comment	рука
28077	28089	erykov1234	0	comment	рука
28077	28091	georg_lonsh	4	comment	рука
28088	28085	erykov1234	4	comment	рука
28088	28089	raskolrus	3	comment	рука
28088	28068	raskolrus	3	comment	рука
28088	28066	erykov1234	4	comment	рука
28088	28077	georg_lonsh	4	comment	рука
28098	28097	raskolrus	3	comment	рука
28098	28085	erykov1234	4	comment	рука
28098	28084	erykov1234	4	comment	рука
28098	28093	erykov1234	4	comment	рука
28098	28076	georg_lonsh	4	comment	рука
28091	28070	erykov1234	4	comment	рука
28091	28083	georg_lonsh	4	comment	рука
28091	28088	raskolrus	4	comment	рука
28091	28072	raskolrus	2	comment	рука
28091	28083	raskolrus	4	comment	рука
28091	28090	erykov1234	4	comment	рука
28091	28086	raskolrus	3	comment	рука
28091	28098	erykov1234	4	comment	рука
28091	28073	erykov1234	4	comment	рука
28091	28071	raskolrus	3	comment	рука
28091	28097	georg_lonsh	3	comment	рука
28091	28085	georg_lonsh	4	comment	рука
28065	28096	erykov1234	4	comment	рука
28065	28090	erykov1234	4	comment	рука
28083	28085	erykov1234	4	comment	рука
28083	28074	erykov1234	4	comment	рука
28083	28066	georg_lonsh	4	comment	рука
28083	28080	raskolrus	3	comment	рука
28083	28070	raskolrus	4	comment	рука
28083	28085	georg_lonsh	4	comment	рука
28083	28078	raskolrus	3	comment	рука
28083	28075	raskolrus	3	comment	рука
28083	28067	erykov1234	2	comment	рука
28083	28088	erykov1234	4	comment	рука
28078	28080	erykov1234	2	comment	рука
28078	28095	georg_lonsh	3	comment	рука
28078	28070	raskolrus	3	comment	рука
28078	28074	raskolrus	3	comment	рука
28078	28080	raskolrus	3	comment	рука
