identifier1	identifier2	annotator	judgment	comment	lemma
28329	28316	georg_lonsh	3	comment	время
28329	28325	georg_lonsh	4	comment	время
28329	28344	erykov1234	4	comment	время
28329	28317	raskolrus	2	comment	время
28329	28310	georg_lonsh	3	comment	время
28329	28313	georg_lonsh	4	comment	время
28330	28321	erykov1234	4	comment	время
28330	28324	raskolrus	3	comment	время
28330	28331	erykov1234	4	comment	время
28330	28320	raskolrus	2	comment	время
28330	28332	georg_lonsh	4	comment	время
28342	28312	erykov1234	1	comment	время
28342	28316	erykov1234	1	comment	время
28342	28329	raskolrus	4	comment	время
28342	28315	georg_lonsh	3	comment	время
28342	28315	erykov1234	1	comment	время
28342	28317	erykov1234	1	comment	время
28342	28322	erykov1234	3	comment	время
28342	28340	erykov1234	1	comment	время
28342	28343	raskolrus	2	comment	время
28342	28315	raskolrus	3	comment	время
28344	28333	erykov1234	3	comment	время
28344	28331	georg_lonsh	2	comment	время
28344	28341	erykov1234	1	comment	время
28344	28334	erykov1234	4	comment	время
28344	28319	georg_lonsh	4	comment	время
28344	28313	erykov1234	1	comment	время
28318	28325	georg_lonsh	4	comment	время
28318	28327	erykov1234	1	comment	время
28318	28312	erykov1234	1	comment	время
28318	28335	erykov1234	1	comment	время
28318	28323	erykov1234	1	comment	время
28318	28317	raskolrus	2	comment	время
28318	28336	erykov1234	3	comment	время
28318	28334	erykov1234	3	comment	время
28318	28329	raskolrus	2	comment	время
28313	28312	georg_lonsh	3	comment	время
28313	28334	erykov1234	3	comment	время
28339	28330	raskolrus	3	comment	время
28339	28314	georg_lonsh	3	comment	время
28339	28344	raskolrus	4	comment	время
28339	28327	georg_lonsh	3	comment	время
28339	28334	raskolrus	4	comment	время
28339	28342	georg_lonsh	3	comment	время
28339	28330	georg_lonsh	4	comment	время
28337	28327	georg_lonsh	3	comment	время
28337	28344	georg_lonsh	4	comment	время
28337	28343	erykov1234	3	comment	время
28337	28310	raskolrus	2	comment	время
28337	28326	raskolrus	2	comment	время
28337	28342	raskolrus	3	comment	время
28337	28312	erykov1234	1	comment	время
28322	28337	erykov1234	1	comment	время
28322	28311	georg_lonsh	2	comment	время
28322	28339	georg_lonsh	3	comment	время
28322	28320	erykov1234	3	comment	время
28322	28330	raskolrus	2	comment	время
28322	28310	georg_lonsh	3	comment	время
28317	28334	raskolrus	3	comment	время
28317	28323	georg_lonsh	3	comment	время
28317	28338	raskolrus	4	comment	время
28317	28332	georg_lonsh	3	comment	время
28317	28339	erykov1234	3	comment	время
28317	28310	erykov1234	1	comment	время
28317	28336	raskolrus	2	comment	время
28317	28314	georg_lonsh	3	comment	время
28317	28319	erykov1234	1	comment	время
28343	28318	georg_lonsh	3	comment	время
28343	28337	raskolrus	2	comment	время
28343	28325	raskolrus	2	comment	время
28326	28344	raskolrus	2	comment	время
28326	28320	georg_lonsh	3	comment	время
28326	28316	raskolrus	2	comment	время
28326	28344	erykov1234	1	comment	время
28334	28312	raskolrus	2	comment	время
28334	28337	raskolrus	3	comment	время
28335	28323	raskolrus	4	comment	время
28335	28332	raskolrus	2	comment	время
28335	28317	raskolrus	3	comment	время
28335	28343	raskolrus	2	comment	время
28335	28334	erykov1234	1	comment	время
28335	28314	raskolrus	3	comment	время
28335	28314	erykov1234	2	comment	время
28335	28316	georg_lonsh	3	comment	время
28335	28319	raskolrus	2	comment	время
28314	28313	raskolrus	2	comment	время
28314	28337	georg_lonsh	3	comment	время
28314	28312	raskolrus	3	comment	время
28314	28341	raskolrus	4	comment	время
28314	28343	erykov1234	1	comment	время
28314	28342	erykov1234	1	comment	время
28314	28324	erykov1234	1	comment	время
28314	28329	raskolrus	2	comment	время
28328	28331	erykov1234	1	comment	время
28328	28322	georg_lonsh	4	comment	время
28328	28310	erykov1234	1	comment	время
28328	28341	raskolrus	4	comment	время
28328	28339	georg_lonsh	4	comment	время
28328	28333	raskolrus	2	comment	время
28328	28315	georg_lonsh	3	comment	время
28328	28329	raskolrus	3	comment	время
28328	28334	georg_lonsh	4	comment	время
28328	28321	georg_lonsh	4	comment	время
28328	28323	georg_lonsh	4	comment	время
28328	28317	erykov1234	1	comment	время
28341	28330	raskolrus	3	comment	время
28341	28317	raskolrus	3	comment	время
28341	28315	raskolrus	2	comment	время
28341	28313	raskolrus	2	comment	время
28341	28342	raskolrus	3	comment	время
28310	28344	georg_lonsh	4	comment	время
28310	28333	georg_lonsh	3	comment	время
28310	28336	raskolrus	2	comment	время
28310	28344	erykov1234	1	comment	время
28310	28323	raskolrus	2	comment	время
28315	28310	erykov1234	1	comment	время
28315	28320	raskolrus	2	comment	время
28315	28334	raskolrus	2	comment	время
28315	28336	georg_lonsh	3	comment	время
28315	28311	erykov1234	1	comment	время
28315	28325	georg_lonsh	4	comment	время
28315	28333	raskolrus	2	comment	время
28315	28327	georg_lonsh	4	comment	время
28315	28323	erykov1234	3	comment	время
28332	28339	erykov1234	0	comment	время
28332	28315	raskolrus	2	comment	время
28332	28314	raskolrus	2	comment	время
28332	28312	georg_lonsh	2	comment	время
28332	28342	raskolrus	2	comment	время
28332	28333	georg_lonsh	3	comment	время
28332	28335	georg_lonsh	4	comment	время
28311	28335	erykov1234	1	comment	время
28311	28330	raskolrus	2	comment	время
28311	28341	raskolrus	2	comment	время
28311	28332	raskolrus	2	comment	время
28324	28328	raskolrus	2	comment	время
28324	28317	raskolrus	3	comment	время
28324	28329	georg_lonsh	4	comment	время
28324	28342	erykov1234	4	comment	время
28324	28310	raskolrus	3	comment	время
28324	28326	erykov1234	1	comment	время
28320	28321	raskolrus	2	comment	время
28320	28319	raskolrus	3	comment	время
28320	28321	georg_lonsh	3	comment	время
28320	28328	georg_lonsh	3	comment	время
28320	28313	raskolrus	2	comment	время
28320	28314	georg_lonsh	3	comment	время
28320	28337	raskolrus	2	comment	время
28320	28330	georg_lonsh	3	comment	время
28312	28336	erykov1234	1	comment	время
28312	28332	raskolrus	2	comment	время
28312	28317	georg_lonsh	3	comment	время
28312	28327	erykov1234	1	comment	время
28333	28341	raskolrus	2	comment	время
28333	28335	raskolrus	2	comment	время
28333	28318	raskolrus	2	comment	время
