lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
сторона	NN	example	22	22_сторона_32823		Главный-- Морда-- делает знаки: придумай, разверни их в другую сторону.	63:70	0:71	27693	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_209366		Завидя нас, одни из них бросались опрометью в сторону, другие проносились между стрелков в расстоянии одного, двух шагов от них и благополучно утекали сквозь довольно широкие петли сетей; третьи, более смелые, садились перед нами на задние лапки, настораживали уши и почесывали мордочки, поворачивая их в ту сторону, от которой с наибольшею настойчивостью доносились рев, свист и стук.	46:53	0:385	27680	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_66829		Но это не уменьшило итогового пробега: за 24 часа участникам предстояло проехать около 1600 км, то есть вроде как в Питер и обратно или же до Черного моря, но только в одну сторону.	173:180	0:181	27686	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_9546		Лизавета подпрыгнула и сиганула в сторону-- так поступают искушенные герои триллеров, почувствовав спиной холодное дыхание пистолетного дула.	34:41	0:141	27690	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_126026		Со стороны дома отдыха все лились знакомые слова:	3:10	0:49	27681	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_190803		Теперь государь бросилъ всѣ свои заботы въ сторону, о войнѣ и приготовленіяхъ не смѣлъ никто и заикаться.	43:50	0:105	27684	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_230094		Фигуры отошли от дерева несколько в сторону, и их стало видно яснее.	36:43	0:68	27685	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_81480		Межкостный край обращен в латеральную сторону, медиальный-- внутрь.	38:45	0:67	27698	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_220117		Неприятель рассыпался по домам и за заборы, продолжая перестрелку, но, окруженный со всех сторон пламенем, егерями, кирасирами и штыками, бросил оружие.	90:96	0:152	27691	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_55812		Только со второй попытки банку удалось привлечь на свою сторону около 60% акционеров и на собрании акционеров утвердить решение о дополнительной эмиссии акций комбината.	56:63	0:169	27700	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_94147		В самом деле, по ту сторону прозрачного балагана пламени после некоторых колебаний определялась дверь, и на перевалочном пункте-- меж оборотами двери, или на смотровой площадке-- живое построение: уличные переминающиеся не первой сладости, но в едином цикле-- с первой необходимостью: кошельками и ридикюлями, расходившимися-- до рюкзака и баула, до куртины и кампанилы, в коих уступах и нишах искрили не так новинки, как рабочие посуды склонялись разъятым клювом-- к сбору ни звука, но, несомненно, манны.	20:27	0:506	27695	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_10996		С машиной явно творилось что-то неладное: она виляла из стороны в сторону, но скорости не сбавляла.	56:63	0:99	27705	sem_cluster	ru	ek.gavrishina
сторона	NN	example	22	22_сторона_156360		Но я почувствовал, что он насторожился, ушел в себя, точно стал ждать каких-нибудь нескромных вопросов с моей стороны.	110:117	0:118	27709	sem_cluster	ru	ek.gavrishina
