lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
день	NN	example	22	22_день_266580		Вещи не были еще расставлены, оконные рамы были частью без стекол, частью с остатками расколотых, и(был дождливый день) с потолка текло.	114:118	0:136	27609	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_216284		«Замученный бессонными ночами, оглушающий тоску вином, золотом, безлюбой любовью, надрывным и бессильно чувственным звуком танго-- предсмертным гимном, он(Петербург) жил словно в ожидании рокового и страшного дня.	209:212	0:213	27575	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_199711		В эту группу вопросов входит вопрос о pubertas praecot, о senium praecot, о тех формах инфантилизма, которые французы обозначают как petitviex(«молодой старичок»), а немцы, как altkluges Kind, о том, как некоторые люди(психопаты) до конца своих дней сохраняют юношеский задор и пыл(ewige Jugend, вечная юность, доказывающая, что эти субъекты полностью никогда не созревают), а другие с молодых лет обнаруживают черты старческой психики и«мудрость».	148:150	0:448	27590	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_396867		Это случилось в 61-м году Эгиры, в 10-й день месяца магаррема.	40:44	0:62	27608	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_128557		В конце войны салюты давались по нескольку раз а день.	49:53	0:54	27603	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_119690		Последний светлый час в тот день подарил нам вид на далекое-далекое море.	28:32	0:73	27579	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_404237		Один«National» бодро объявил, что 16 апреля может стать рядом с собратом своим, днем 17 марта по своему значению, так как в оба спасено было Правительство, а стало быть, и Республика.	80:84	0:183	27595	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_18409		Под утро, понимая, что необходимо выспаться, принял снотворное и проспал до двенадцати часов дня.	93:96	0:97	27581	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_418498		Солдатская пища хорошая, кажний день щи и каша.	32:36	0:47	27593	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_171301		Петров помнил, что сначала там был только пустырь, с которого несло семена всяких сорняков, потом там была желтая глиняная яма с водой на самом дне, пару лет стоял пустой фундамент-- и вот молниеносно выросли и дом и забор.	144:147	0:223	27600	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_327258		Ведь ты живешь одним жалованьем?»--«Одним жалованьем, Дмитрий Петрович, а копейки нет на черный день.	96:100	0:101	27599	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_397999		Не буду здѣсь описывать того, что я добылъ изъ этой пещеры Эль-Назбъ(Судьбы), какъ ее поэтически называлъ Ахмедъ,-- это дѣло спеціальнаго очерка; скажу только, что это былъ одинъ изъ полезнѣйшихъ дней, проведенныхъ мною въ пустынѣ.	120:124	0:231	27580	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_403587		Ветряная мельница, поставленная на вершину дома, может зарядить в дни или часы более или менее неправильно действующего ветра все аккумуляторы, в этом доме находящиеся, и этим зарядом можно будет затем пользоваться во время безветрия, которое потом наступит.	66:69	0:258	27607	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_337727		В голове ее была одна мысль; она не покидала ее ни днем, ни ночью; с этой мыслью шла она к барскому дому, с этой мыслью стояла она перед господами.	51:55	0:147	27586	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_326112		Началось с того, что в этот день стали стрелять залпами по туркам, которым большой беды от этого не вышло, да и сами они к тому же не остались в долгу.	28:32	0:151	27584	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_292488		В первые дни пребывания в Крыму эйдетическое восприятие природы восстанавливалось у меня: закрыв глаза, я видел перед собою желтые и красные скалы, голубое море, темно-зеленые кипарисы.	9:12	0:185	27585	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_339168		В дни своей ранней юности, он слыхивал Тельяри на сцене, знал о его школе, но поступить учеником...	2:5	0:99	27601	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_11260		Годы, проведенные им в заключении в Сибири, не отразились на его внешности так, как сейчас он неузнаваемо изменился, можно сказать, за один день.	140:144	0:145	27588	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_334953		Мало подумал прокурор, когда упрекнул в кощунстве князя за то, что в день именин своей жены он был в церкви и молился за Феню.	69:73	0:126	27589	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_389299		Впрочем, для того, чтобы еще яснее обрисовать личность нашего предводителя, я считаю нелишним описать его будничный день.	116:120	0:121	27602	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_179416		Но ВС РФ считают нужным праздновать свой день именно 23 февраля.	41:45	0:64	27594	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_71083		Итого остается по шестьдесят рублей на день, которые надо разложить с наибольшим удовольствием для организма.	39:43	0:109	27606	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_110763		// Но в давних днях начало цикла/ петлей повисло на суку.	15:19	0:57	27576	sem_cluster	ru	ek.gavrishina
день	NN	example	22	22_день_330308		Каждый день с раннего утра до обеда и с обеда до вечера я занят был работою или в доме, или в саду, или в огороде.	7:11	0:114	27592	sem_cluster	ru	ek.gavrishina
