lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
человек	NN	example	22	22_человек_634729		-- Так вы, молодой человек, неужели никогда и ничего не слыхали про Порфира Порфирова Селезнева?-- спрашивал старик, доставая берестяную тавлинку и делая самую аппетитную понюшку.	19:26	0:179	29539	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_98771		После убийства в Лозанне Воровского, выдающегося советского дипломата, советским людям было весьма трудно в женевском кантоне.	0:0	0:126	29534	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_708144		Говорит мне, что жена у него двумя годами старше его, 9 человек родила и только спереди зубов двух нет, а то как 17-летняя девушка.	56:63	0:131	29538	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_775762		Бесконечно жалко Иванушку, который, вместо богадельни, попал на каторгу, и страшно за него, когда знаешь, что в соседстве с ним живут люди настоящие каторжные.	106:109	0:159	29543	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_643881		Между тем, я могу указать на многих людей, выучившихся этой хитрой науке в два-три урока.	0:0	0:89	29540	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_289117		Я глубоко убежден в том, что освоение космоса-- один из магистральных путей дальнейшего развития человеческой цивилизации, пусть пока еще не очень ясный для большинства людей.	25:28	0:175	29531	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_86283		В. Зензинов опубликовал эти легенды и свои наблюдения жизни русско-устьинцев в книге«Старинные люди у холодного океана», чем привлёк внимание широкой общественности к этим людям.	121:124	0:178	29526	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_707501		-майор в отставке, человек умный, образованный, но совершенно расстроенный в своих делах, сделался главою секты.	19:26	0:112	29533	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_7753		Словно зная силу своих глаз, она любой рассказ выслушивала молча и опустив глаза, но, если кто отваживался как-то приукрасить повествование, она только на короткий миг поднимала глаза, и это производило впечатление ошеломляющее-- человек сконфуженно умолкал.	230:237	0:258	29541	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_458068		У него был подкупающий вид человека свободного, веселого, и, кроме нас двоих, в поле никого не было.	27:35	0:100	29524	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_159630		-- А он и есть очень интересный человек,-- продолжал Сергей, не отвечая на вопрос.	32:39	0:82	29552	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_440746		Верит человек-- он живой; не верит-- мертвый; колеблется и ищет-- стоит между жизнью и смертью.	6:13	0:95	29529	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_107444		Укоренившаяся за войну привычка-- задним числом связывать смерть людей и с их собственными, и с чужими предчувствиями-- не миновала и его.	41:47	0:138	29546	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_305739		А. Заде пишет, что«точный количественный анализ поведения гуманистических систем не имеет, по-видимому, большого практического значения в реальных социальных, экономических и других задачах, связанных с участием, одного человека или группы людей».	220:228	0:247	29553	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_669082		Он чувствовал, как тесно связалось это имя с историей его царствования, как велико было содействие Сперанского к его славе, как высоко он стоял над другими нашими государственными людьми той эпохи.	3:13	0:197	29527	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_469118		Было странно видеть этих людей, спокойно занятых своим делом.	0:0	0:61	29544	sem_cluster_extra	ru	ek.gavrishina
человек	NN	example	22	22_человек_557289		Человек в матросской форме, тот самый, который ограбил, а теперь нес Кэт сюда на руках, крепко держал ее за плечи, и она опять слышала у левого уха его шипящее дыхание.	0:7	0:168	29523	sem_cluster_extra	ru	ek.gavrishina
