lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
жизнь	NN	example	22	22_жизнь_134464		Но в её жизни такого конца не было.	8:13	0:35	28147	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_116186		В принципе это и есть женская доля-- жизнь и семья.	37:42	0:51	28154	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_306439		Это письмо, вероятно, изменит всю мою жизнь.	38:43	0:44	28161	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_26274		Этих умниц, умников он всю жизнь не любил, никогда с ними не спорил, спокойно признавал их всяческое превосходство, но вот теперь и у него взыграло ретивое-- теперь как-то это стало не опасно, и он запоздало, но упорно повел дело к тому, что он-- редкого ума человек.	27:32	0:267	28135	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_178281		Но, судя по тому, что я вижу, о чём слушаю и читаю, обычная жизнь большинства обычных людей, реальная политика и реальная экономика, в которые погружены израильтяне,-- всё это страшно далеко от указанных заповедей.	60:65	0:214	28157	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_64387		И вот однажды актеры разыгрывали сцену из жизни раннехристианских мучеников.	42:47	0:76	28151	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_73834		Юноше, обдумывающему житье, решающему сделать бы жизнь с кого, скажу, не задумываясь Делай ее с товарища Дзержинского*.	49:54	0:119	28149	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_300960		Часто сидим мы с ней на кухне и обсуждаем господскую жизнь.	53:58	0:59	28163	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_145329		Дания и Скандинавия оставались последним анклавом древнего германского образа жизни.	78:83	0:84	28156	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_248996		В моей жизни это стало первейшей заповедью.	7:12	0:43	28159	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_46198		Чтобы понять зарубежную страну, надо изучить«грамматику жизни» ее народа.	56:61	0:73	28142	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_364830		Из последних действительная жизнь описываемого периода вытесняется партийными тенденциями, а не то и модной формулой.	28:33	0:117	28169	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_45705		«У вас такая яркая, насыщенная жизнь, написали бы воспоминания.	31:36	0:63	28146	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_134075		Пройденный со времени ХХП съезда партии и страной путь отмечен такими важными политическими событиями, как октябрьский/1964 год/ Пленум ЦК КПСС, решительно осудивший субъективизм и волюнтаризм в руководстве экономической и общественной жизнью.	236:242	0:243	28153	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_40735		Я пытался найти в его жизни тот критический узелок, когда мною заместило Мухина.	22:27	0:80	28137	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_60681		То были прекраснейшие дни его жизни.	30:35	0:36	28158	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_203585		Его отец, Ксаверий Викентьевич, свою жизнь посвятил военной службе.	37:42	0:67	28168	sem_cluster	ru	ek.gavrishina
жизнь	NN	example	22	22_жизнь_202812		Прочие области жизни и деятельности общества надо пока оставить в покое и стабильности.	15:20	0:87	28166	sem_cluster	ru	ek.gavrishina
