lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
работа	NN	example	22	22_работа_12424		Через пару часов, целиком углубившись в работу, вдруг услышала странный звук.	40:46	0:77	28216	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_200211		Каплан составляет таинственные специи-- проявительные и закрепительные,-- и в красном полумраке палатки кипит работа.	110:116	0:117	28231	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_111162		Создавая в районе размещения на стволах огромную депрессию, в случае работы на всасывание, или давление, в случае нагнетания воздуха в шахту, такие установки характеризовались большими утечками воздуха, величина которых колебалась от 7 до 70% их производительности.	69:75	0:265	28217	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_63228		При подготовке ко второму летному испытанию аппарата проводились работы по упрочнению ускорителя.	65:71	0:97	28220	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_81343		При работе угольных комбайнов их зубцы трутся о поверхность угля и от возникающих при этом повышенных температур из угля десорбируется адсорбированная форма газа, которая(при высоких концентрациях) накапливается у забоя и при любой искре(например, зубец комбайна ударяет по кремнистому стяжению или пириту) происходит взрыв.	4:10	0:324	28232	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_51074		Медицинское обслуживание граждан и система образования строятся на основе принципов социальной справедливости, доступности минимально достаточного медицинского обслуживания(бесплатного и платного), отдыха и образования для каждого, вне зависимости от имущественного положения, места проживания и работы.	296:302	0:303	28234	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_197518		Штейнберг, который расскажет нам об одном знаменательном дне жизни Блока за два года до смерти, и, наконец, я расскажу о работе Блока в Вольной Философской Ассоциации, поделюсь воспоминаниями о нем вообще, с семнадцатого года, года революции, до последних дней его жизни.	121:127	0:271	28206	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_39392		Делает это Нюра с таким видом, словно всю красоту вокруг создала она сама и теперь с полным правом гордится своей работой.	114:121	0:122	28208	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_84078		Сам ремень стоит не так чтобы очень дорого($74--85), но еще придется платить за работу($93 и$81 соответственно для 16-клапанного и 8-клапанного).	80:86	0:145	28210	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_238254		Работа Роона не имела, однако, широкого распространения, особенно вне Германии, и, повидимому, теория двух цепей или, правильнее, двух линий поднятий, пересекающих Европейскую Россию с востока на запад, обязана своей популярностью скорей знаменитому картографу Е. фон-Сидову.	0:6	0:275	28219	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_149219		Мы пишем отчёты, редактируем статьи, обеспечиваем работу роботам.	50:56	0:65	28207	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_178729		Съ декабря м-ца получилъ работу на шахтѣ«Фереджисъ»(Ст. Загорскiй Округъ, Болгарiя) Инж. Н. П. Суринъ; устроился въ качествѣ практиканта на шахтѣ«Черно Море» у Бургаса Инж. М. В. Макаровъ,-- съ декабря м-ца.	25:31	0:207	28226	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_9254		Она прощала ему все выходки, терпела капризы, и глаза ее сияли, когда она следила за его работой во время репетиций.	89:96	0:116	28214	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_98325		Если подземные горные работы подрабатывают оползневой склон со стороны восстания и граница зоны опасного влияния подземных горных разработок со стороны восстания находится вне оползневого тела, то границы зоны опасного влияния от подземных выработок определяются независимо от влияния оползня(см. рис. 2.8, а-- точка 1, б-- точка 1).	22:28	0:333	28228	sem_cluster	ru	ek.gavrishina
работа	NN	example	22	22_работа_177434		Управлением по делам искусств при СНК УССР была создана специальная комиссия, которая установила полную расхлябанность в работе театра.	121:127	0:135	28221	sem_cluster	ru	ek.gavrishina
